Precio,Distrito,Tipo,Habitaciones,Aseos,Superficie,Planta,Parking,URL
240000,Chamartín,Piso,3,1,86,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/156602955/d
470000,Salamanca,Piso,1,2,101,8,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-trastero-ascensor-piscina/159111050/d
845000,Latina,Piso,2,2,100,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158385155/d
91000,Salamanca,Piso,2,1,59,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/153895141/d
1150000,Puente de Vallecas,Piso,2,3,116,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado-internet/159310402/d
125000,Chamartín,Piso,3,2,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158684303/d
349900,Puente de Vallecas,Piso,2,1,85,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158691586/d
133000,Chamberí,Piso,3,1,61,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159235463/d
398000,Arganzuela,Piso,1,1,89,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/159230372/d
399900,Tetuán,Piso,3,2,100,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-parking-piscina/158893102/d
315000,Tetuán,Piso,3,1,94,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-piscina/154788775/d
319000,Centro,Ático,1,1,88,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/157590869/d
349000,Arganzuela,Piso,3,1,92,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/156235185/d
450000,Centro,Piso,4,2,136,6,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/158847074/d
590000,Retiro,Ático,2,1,135,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking/158883106/d
490000,San Blas,Piso,4,2,150,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-ascensor-piscina-piscina/158888279/d
750000,San Blas,Casa adosada,7,4,300,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero/157352359/d
185000,Puente de Vallecas,Piso,3,2,93,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/153761438/d
137000,San Blas,Piso,3,1,86,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero/153105235/d
152000,Usera,Piso,3,2,126,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero/157804771/d
269000,Arganzuela,Piso,2,2,61,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-patio-amueblado/158455069/d
199000,Arganzuela,Piso,2,1,53,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159303973/d
112000,Salamanca,Piso,3,1,65,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/159303643/d
382000,Vicálvaro,Piso,4,2,103,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/157596503/d
133000,Centro,Piso,2,1,55,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/158847706/d
399000,Chamartín,Piso,3,2,90,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157381175/d
749000,Moncloa,Piso,3,3,175,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor/157548058/d
2850000,San Blas,Casa o chalet,5,5,1000,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-patio-piscina-no-amueblado/157938017/d
235000,Centro,Piso,4,2,103,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/154713229/d
170000,Centro,Estudio,1,1,49,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-no-amueblado/158494383/d
530000,Arganzuela,Piso,3,3,138,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-se-aceptan-mascotas/157949282/d
238000,Barajas,Piso,3,1,69,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/delicias/159293134/d
225000,Barajas,Piso,3,2,86,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero/158159172/d
319000,Salamanca,Piso,2,2,100,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor-piscina-parking-piscina/159235560/d
845000,Villaverde,Piso,2,2,90,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156921534/d
195000,San Blas,Estudio,1,1,32,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor-no-amueblado/155798085/d
269900,Ciudad Lineal,Piso,3,1,80,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/158853014/d
169900,Centro,Piso,1,1,56,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/amueblado/159103717/d
179000,Carabanchel,Estudio,,1,55,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159044837/d
209000,Carabanchel,Piso,2,2,85,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/zona-comunitaria-ascensor/159018722/d
199000,Villa de Vallecas,Piso,2,1,79,8,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado-parking-se-aceptan-mascotas/158508966/d
168000,Hortaleza,Piso,2,1,72,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159285903/d
360000,Retiro,Piso,2,2,74,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/159284211/d
265000,Arganzuela,Piso,3,1,72,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158429065/d
119900,Carabanchel,Piso,3,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-zona-comunitaria-ascensor/159281769/d
127000,Villa de Vallecas,Piso,2,1,58,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/155516354/d
245000,Villa de Vallecas,Piso,3,2,104,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/159029497/d
355000,Chamberí,Piso,3,1,70,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158433332/d
239000,Villa de Vallecas,Piso,2,2,104,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-trastero-ascensor-piscina-piscina/158574407/d
155900,Latina,Planta baja,3,1,82,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-ascensor/156406130/d
1200000,Tetuán,Casa adosada,5,3,900,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-jardin-terraza-trastero-patio-no-amueblado/155446019/d
875000,Latina,Piso,4,3,200,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-parking-no-amueblado/155454586/d
187500,Ciudad Lineal,Dúplex,3,2,109,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159263969/d
252000,Moncloa,Piso,4,2,130,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/159263362/d
750000,Salamanca,Piso,3,3,144,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/159262385/d
875000,Villa de Vallecas,Piso,2,2,127,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-parking-no-amueblado/159260293/d
270000,Retiro,Piso,2,2,107,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-trastero-ascensor-piscina-parking-piscina-no-amueblado/159257358/d
715000,Moncloa,Piso,2,2,112,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159257324/d
420000,Chamberí,Piso,5,2,142,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/158629437/d
795000,Moncloa,Piso,4,2,170,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/159255893/d
3600000,Fuencarral,Casa o chalet,5,5,793,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-piscina/159105716/d
2950000,Arganzuela,Casa o chalet,4,4,625,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-piscina/157310389/d
124900,Villaverde,Piso,1,1,36,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/imperial/157718302/d
67000,Salamanca,Piso,3,1,58,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-cristobal-de-villaverde/157258895/d
279000,San Blas,Piso,2,1,57,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/158395693/d
630000,Chamberí,Piso,3,2,160,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-zona-comunitaria-ascensor-piscina/155740260/d
405000,Centro,Piso,3,3,103,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158580285/d
795000,Hortaleza,Ático,2,1,151,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/158640294/d
175000,Chamartín,Piso,2,2,62,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-patio/159247408/d
999000,Salamanca,Piso,4,2,165,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/159244348/d
498000,Ciudad Lineal,Piso,3,2,130,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-amueblado-piscina/158250733/d
125000,Fuencarral,Piso,3,1,61,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/tres-olivos---valverde/158811580/d
161000,Chamberí,Piso,2,1,79,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/154556659/d
164500,Barajas,Piso,3,1,51,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-patio/159235553/d
194000,Barajas,Piso,4,2,94,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/158724942/d
1550000,Salamanca,Piso,4,4,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158811328/d
390370,Chamberí,Piso,3,2,98,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159233338/d
60000,Puente de Vallecas,Piso,2,1,41,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-diego/159233244/d
315000,Salamanca,Piso,2,1,75,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/159226084/d
1875000,Chamberí,Piso,4,4,241,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-ascensor/158614727/d
1775000,Hortaleza,Piso,4,3,339,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor-parking/157346132/d
364900,Centro,Piso,2,1,95,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/prosperidad/158089507/d
2500000,Centro,Piso,5,2,320,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/154425469/d
349000,Barajas,Piso,3,1,88,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/157395150/d
305000,Centro,Piso,2,2,88,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-ascensor-piscina-no-amueblado/158930709/d
150000,Barajas,Apartamento,2,1,27,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/159064334/d
440000,Fuencarral,Piso,3,2,114,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-zona-comunitaria-ascensor-parking-piscina-no-amueblado/159136039/d
467500,Salamanca,Piso,2,2,103,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-parking-internet-piscina-no-amueblado/159146567/d
750000,Chamberí,Piso,4,2,161,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-patio/158641186/d
1840000,Centro,Piso,3,4,260,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/157675234/d
162000,Moncloa,Piso,1,1,62,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-patio-amueblado-se-aceptan-mascotas-internet/157833006/d
1204300,Centro,Piso,3,4,170,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-parking-piscina/159082878/d
1180000,Tetuán,Piso,3,2,184,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-internet/158653127/d
1650000,Moncloa,Piso,3,3,220,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor-no-amueblado/156335377/d
168000,Puente de Vallecas,Piso,3,2,70,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159191642/d
596000,Barajas,Casa adosada,5,4,315,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-se-aceptan-mascotas/158265517/d
426000,San Blas,Planta baja,3,2,197,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-terraza-trastero-zona-comunitaria-ascensor-patio-piscina-parking-se-aceptan-mascotas-piscina/158688447/d
325000,San Blas,Piso,3,2,93,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-piscina-parking-se-aceptan-mascotas-piscina/158984518/d
305000,San Blas,Piso,2,2,83,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-internet/158798834/d
179000,San Blas,Piso,3,1,76,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158082478/d
114900,San Blas,Estudio,,1,38,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/157370140/d
365000,San Blas,Piso,3,2,123,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-trastero-ascensor/155916987/d
760000,San Blas,Casa o chalet,4,3,312,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-jardin-trastero-piscina/158153174/d
139900,Puente de Vallecas,Dúplex,1,1,62,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/parking-ascensor-piscina-piscina/155755946/d
90000,San Blas,Piso,2,1,85,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/158259198/d
105000,San Blas,Piso,3,1,55,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-amueblado/159151694/d
880000,Puente de Vallecas,Casa adosada,5,4,304,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-parking-piscina-no-amueblado/159150235/d
110000,Puente de Vallecas,Piso,3,1,72,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-amueblado/159060708/d
135000,Retiro,Piso,3,1,68,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/159145615/d
190000,Fuencarral,Apartamento,1,1,40,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-no-amueblado/156636169/d
650000,Latina,Dúplex,3,3,145,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-trastero-zona-comunitaria-ascensor-parking-internet-piscina-no-amueblado/159055189/d
150000,Moncloa,Piso,3,1,74,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159138081/d
1050000,Arganzuela,Piso,3,4,205,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/158638737/d
264900,Puente de Vallecas,Piso,2,1,87,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158088502/d
135000,Chamberí,Piso,2,2,66,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/158937564/d
840000,Hortaleza,Piso,2,2,137,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina/159099856/d
149000,Hortaleza,Apartamento,1,1,49,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/157560671/d
350000,Hortaleza,Piso,4,2,117,11,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor/157560682/d
278000,Villa de Vallecas,Piso,3,2,85,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/157560651/d
455000,Centro,Ático,3,2,200,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-terraza-trastero-ascensor-piscina-piscina/158591755/d
150000,San Blas,Piso,,1,36,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/157635702/d
149000,Ciudad Lineal,Piso,2,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-patio-amueblado/156840670/d
155000,Fuencarral,Piso,1,1,61,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/159121739/d
295000,Chamartín,Piso,3,1,88,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/159119486/d
135000,Hortaleza,Piso,2,1,50,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-terraza/159109453/d
169000,Carabanchel,Piso,4,1,73,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado-television-internet/156662603/d
135000,Carabanchel,Piso,3,1,80,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza/159106779/d
720000,Moncloa,Casa o chalet,5,4,200,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin/159105506/d
1900000,Chamartín,Piso,4,2,450,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor-piscina-piscina/157467511/d
1050000,Chamartín,Piso,5,2,210,3,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-ascensor-piscina-piscina/157436511/d
380000,Chamartín,Piso,4,1,103,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palacio/159102968/d
429000,Moncloa,Piso,4,2,109,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero/159102418/d
748000,Ciudad Lineal,Piso,3,3,144,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/154843669/d
